trial,route,mean,std,count,sem,ci_lower,ci_upper
45,Route A,-20.584463623398157,2.1036870273971653,500,0.09407974393289048,-20.76885992150662,-20.400067325289694
46,Route A,-20.54903043230193,2.141791771442859,500,0.0957838398919185,-20.73676675849009,-20.361294106113768
47,Route A,-20.506979070467995,2.1615240466337013,500,0.09666629406546763,-20.696445006836313,-20.317513134099677
48,Route A,-20.462140995566635,2.1982347223058216,500,0.0983080453915238,-20.654824764534023,-20.269457226599247
49,Route A,-20.404614587756903,2.2203502808852504,500,0.09929708323840343,-20.599236870904175,-20.20999230460963
50,Route A,-20.424547583049936,2.2684575139175718,500,0.10144850410379731,-20.62338665109338,-20.22570851500649
51,Route A,-20.45011231389525,2.1509851974268,500,0.09619498240084261,-20.638654479400902,-20.2615701483896
52,Route A,-20.34674794981273,2.189456355772817,500,0.09791546490553965,-20.53866226102759,-20.15483363859787
53,Route A,-20.339579262640985,2.2087283036534924,500,0.09877733261594011,-20.533182834568226,-20.145975690713744
54,Route A,-20.38426814215461,2.155500463212689,500,0.09639691122551715,-20.573206088156624,-20.195330196152597
55,Route A,-20.4186555402927,2.1659484077228037,500,0.09686415750851239,-20.608509289009383,-20.228801791576018
56,Route A,-20.311169465588705,2.1539497058677775,500,0.09632755924872055,-20.499971481716198,-20.122367449461212
57,Route A,-20.33179117220263,2.1325067488995466,500,0.09536860106032921,-20.518713630280878,-20.144868714124385
58,Route A,-20.343809065895908,2.20737645772731,500,0.0987168762282191,-20.537294143303217,-20.150323988488598
59,Route A,-20.333100223366394,2.1834004837848373,500,0.09764463807697647,-20.524483713997267,-20.14171673273552
60,Route A,-20.42219108426523,2.1710265923296315,500,0.09709126082817558,-20.612489955488453,-20.231892213042006
61,Route A,-20.40742867137451,2.235796714253431,500,0.0999878687388269,-20.60340489410261,-20.211452448646412
62,Route A,-20.399211379730843,2.1731144600932275,500,0.09718463311312421,-20.58969326063257,-20.20872949882912
63,Route A,-20.54223938595967,2.185578543412396,500,0.09774204386470185,-20.733813791934487,-20.350664979984856
64,Route A,-20.636487517562646,2.1767736094489725,500,0.09734827524710961,-20.82729013704698,-20.445684898078312
