trial,route,mean,std,count,sem,ci_lower,ci_upper
28,Route B,0.23136440880262082,0.10811231676811543,500,0.004834929789969929,0.22188794641427975,0.2408408711909619
29,Route B,0.2332948707184521,0.10810378402073595,500,0.004834548193906422,0.2238191562583955,0.2427705851785087
30,Route B,0.22832067933670605,0.10407876749812743,500,0.004654543982804173,0.21919777313040986,0.23744358554300224
31,Route B,0.2315599097551199,0.10440414666998252,500,0.004669095381738784,0.2224084828069119,0.2407113367033279
32,Route B,0.2320730309677372,0.1088635884109202,500,0.004868527679227517,0.22253071671645128,0.24161534521902314
33,Route B,0.2318540235326078,0.10692869370694172,500,0.004781996557479513,0.22248131027994797,0.24122673678526765
34,Route B,0.2341273206656018,0.10915072843280745,500,0.004881368971387531,0.22455983748168223,0.24369480384952136
35,Route B,0.23088186266368665,0.10832151885144341,500,0.0048442855915570475,0.22138706290423485,0.24037666242313846
36,Route B,0.23291289327728515,0.10886215103342019,500,0.0048684633977515305,0.22337070501769216,0.24245508153687814
37,Route B,0.23894817628868412,0.10869566320519694,500,0.0048610178357248604,0.2294205813306634,0.24847577124670484
38,Route B,0.23781665548944197,0.10746173678415068,500,0.004805834968591011,0.2283972189510036,0.24723609202788036
39,Route B,0.23678734025573436,0.1012638022050519,500,0.004528654907811783,0.22791117663642327,0.24566350387504546
40,Route B,0.23744020534919727,0.10419981794044822,500,0.004659957523158887,0.22830668860380585,0.2465737220945887
41,Route B,0.23764041846785444,0.10339324501964761,500,0.004623886485564473,0.22857760095614807,0.24670323597956081
42,Route B,0.23791280050389205,0.10899338556591669,500,0.004874332384464682,0.22835910903034126,0.24746649197744283
43,Route B,0.23763913320189098,0.1115372409557924,500,0.004988097055998508,0.22786246297213392,0.24741580343164804
44,Route B,0.24171832396860748,0.11257504164577038,500,0.005034508913796247,0.23185068649756685,0.2515859614396481
45,Route B,0.24147317216348768,0.11495969152400888,500,0.005141153698401805,0.23139651091462016,0.2515498334123552
46,Route B,0.24415934720657181,0.11082346643278042,500,0.004956176088917263,0.23444524207229397,0.2538734523408496
47,Route B,0.24393813368495912,0.11222844649365292,500,0.0050190087073801164,0.2341008766184941,0.25377539075142413
48,Route B,0.24127776043469257,0.11034611688185547,500,0.004934828368019319,0.2316054968333747,0.2509500240360104
49,Route B,0.2399927723810321,0.11098852881512468,500,0.004963557903066259,0.23026419889102223,0.24972134587104194
50,Route B,0.2384152891356696,0.11281995688403107,500,0.005045461856225776,0.22852618389746707,0.2483043943738721
51,Route B,0.23816054231558745,0.1111125019436408,500,0.004969102149921167,0.22842110210174196,0.24789998252943293
52,Route B,0.2394499226817918,0.10973770042597858,500,0.004907619156939914,0.22983098913418956,0.24906885622939404
53,Route B,0.23497901811256788,0.1114642247256423,500,0.00498483167091698,0.2252087480375706,0.24474928818756517
54,Route B,0.2349430623524068,0.11193537233764941,500,0.0050059020326746724,0.22513149436836444,0.24475463033644917
55,Route B,0.23636403607089876,0.10970275472111554,500,0.004906056337508007,0.22674816564938308,0.24597990649241444
56,Route B,0.23883156789403504,0.10864498166665669,500,0.004858751288417255,0.22930841536873722,0.24835472041933285
57,Route B,0.23477973871299204,0.11076060755945191,500,0.004953364954642231,0.22507114340189327,0.24448833402409081
58,Route B,0.234847558276764,0.10604978320522472,500,0.00474269048491996,0.2255518849263209,0.24414323162720714
59,Route B,0.2355217190568006,0.10588985240077359,500,0.00473553816191098,0.2262400642594551,0.24480337385414613
