trial,choice,travel_time,reward,prediction_error,P_A,P_B,P_C,Q_A,Q_B,Q_C
165,C,28.21119256368999,-28.21119256368999,-0.1061772683072455,0.0563274650263848,0.6490279063134667,0.29464462866014846,-33.62030773491028,-25.472662851502548,-28.13686847587492
166,B,25.50173797746252,-25.50173797746252,-0.029075125959970194,0.05648574941532859,0.6508517232651115,0.29266252731955983,-33.62030773491028,-25.48138538929054,-28.13686847587492
167,C,30.192324073415936,-30.192324073415936,-2.055455597541016,0.05658198956484782,0.6502568461021961,0.2931611643329561,-33.62030773491028,-25.48138538929054,-28.753505155137226
168,C,27.799140481305397,-27.799140481305397,0.9543646738318294,0.05952937668411081,0.6841290847271325,0.2563415385887566,-33.62030773491028,-25.48138538929054,-28.467195752987678
169,C,26.445160472901176,-26.445160472901176,2.0220352800865022,0.05819148734924822,0.6687536674607522,0.27305484518999956,-33.62030773491028,-25.48138538929054,-27.860585168961727
170,B,25.275067621795394,-25.275067621795394,0.20631776749514685,0.05518395560384477,0.6341902291235952,0.31062581527256,-33.62030773491028,-25.419490059041998,-27.860585168961727
171,C,24.958847900678805,-24.958847900678805,2.901737268282922,0.054535741807721916,0.6384871835126732,0.3069770746796049,-33.62030773491028,-25.419490059041998,-26.99006398847685
172,B,21.566879701237745,-21.566879701237745,3.8526103578042523,0.04995893519086532,0.5849033819650217,0.36513768284411313,-33.62030773491028,-24.263706951700723,-26.99006398847685
173,B,24.624018943102488,-24.624018943102488,-0.3603119914017654,0.04021136357647269,0.6658935791285504,0.29389505729497695,-33.62030773491028,-24.371800549121254,-26.99006398847685
174,B,25.21752294444888,-25.21752294444888,-0.8457223953276269,0.041084293203217145,0.6586406195836797,0.30027508721310314,-33.62030773491028,-24.62551726771954,-26.99006398847685
175,B,24.60873345806052,-24.60873345806052,0.016783809659020932,0.043168105048914954,0.6413267347607593,0.3155051601903257,-33.62030773491028,-24.620482124821834,-26.99006398847685
176,C,29.24167085611808,-29.24167085611808,-2.251606867641229,0.0431262948148729,0.6416741258067014,0.3151995793784257,-33.62030773491028,-24.620482124821834,-27.66554604876922
177,B,19.873523446390514,-19.873523446390514,4.746958678431319,0.04577276477130783,0.6810508286525817,0.2731764065761105,-33.62030773491028,-23.196394521292437,-27.66554604876922
178,C,29.772718968380065,-29.772718968380065,-2.1071729196108464,0.03358237187931224,0.7659946971457228,0.20042293097496502,-33.62030773491028,-23.196394521292437,-28.29769792465247
179,B,26.95189809610702,-26.95189809610702,-3.7555035748145826,0.03478678074951039,0.793466574685599,0.17174664456489067,-33.62030773491028,-24.32304559373681,-28.29769792465247
180,B,25.693167971686808,-25.693167971686808,-1.370122377949997,0.045035355156377174,0.7326195192457392,0.2223451255978836,-33.62030773491028,-24.73408230712181,-28.29769792465247
181,C,30.441291069898632,-30.441291069898632,-2.143593145246161,0.04921854525605609,0.7077834015765255,0.24299805316741843,-33.62030773491028,-24.73408230712181,-28.940775868226318
182,B,24.465756040274336,-24.465756040274336,0.26832626684747396,0.05141043898642097,0.7393037561969422,0.20928580481663683,-33.62030773491028,-24.653584427067567,-28.940775868226318
183,B,24.54068647856345,-24.54068647856345,0.11289794850411639,0.050497889635766846,0.7439311858141701,0.20557092455006312,-33.62030773491028,-24.619715042516333,-28.940775868226318
184,B,23.704942639519295,-23.704942639519295,0.9147724029970377,0.05011712575731381,0.7458619943201005,0.2040208799225858,-33.62030773491028,-24.34528332161722,-28.940775868226318
185,B,24.76678772870699,-24.76678772870699,-0.42150440708977044,0.0471023377492006,0.7611496270474772,0.19174803520332226,-33.62030773491028,-24.471734643744153,-28.940775868226318
186,C,24.824391754064774,-24.824391754064774,4.116384114161544,0.04847583710428033,0.7541847745818178,0.19733938831390194,-33.62030773491028,-24.471734643744153,-27.705860633977856
187,B,26.962911095317946,-26.962911095317946,-2.491176451573793,0.04453488748127539,0.6928716672563986,0.26259344526232614,-33.62030773491028,-25.21908757921629,-27.705860633977856
188,B,22.35549996541936,-22.35549996541936,2.8635876137969305,0.05173439409069369,0.6432213237485841,0.3050442821607221,-33.62030773491028,-24.36001129507721,-27.705860633977856
189,C,30.53315557145596,-30.53315557145596,-2.8272949374781042,0.04350739295896774,0.6999576328305164,0.2565349742105159,-33.62030773491028,-24.36001129507721,-28.55404911522129
190,B,26.657921180873977,-26.657921180873977,-2.2979098857967664,0.04616824068096087,0.7427660050665938,0.2110657542524453,-33.62030773491028,-25.04938426081624,-28.55404911522129
191,B,25.683640133780123,-25.683640133780123,-0.6342558729638839,0.05360727010387115,0.701318221294502,0.24507450860162688,-33.62030773491028,-25.239661022705405,-28.55404911522129
192,B,28.65530620069217,-28.65530620069217,-3.4156451779867645,0.05577770264624158,0.6892252971247133,0.2549970002290453,-33.62030773491028,-26.264354576101436,-28.55404911522129
193,B,19.992955415866973,-19.992955415866973,6.271399160234463,0.0682215236012105,0.6198924889156552,0.31188598748313434,-33.62030773491028,-24.382934828031097,-28.55404911522129
194,B,23.08460113808635,-23.08460113808635,1.298333689944748,0.04640446363896749,0.74144984975535,0.2121456866056825,-33.62030773491028,-23.993434721047674,-28.55404911522129
195,A,41.547753424302634,-41.547753424302634,-7.927445689392357,0.04249869163886378,0.763211504955264,0.19428980340587207,-35.99854144172799,-23.993434721047674,-28.55404911522129
196,C,24.245058357681582,-24.245058357681582,4.308990757539707,0.021283208077112217,0.780122083558266,0.19859470836462184,-35.99854144172799,-23.993434721047674,-27.26135188795938
197,B,22.411727419949152,-22.411727419949152,1.5817073010985219,0.019452993617047918,0.7130367685638942,0.2675102378190577,-35.99854144172799,-23.51892253071812,-27.26135188795938
198,B,25.04837568562554,-25.04837568562554,-1.5294531549074222,0.01753970224906558,0.74126092184557,0.2411993759053645,-35.99854144172799,-23.977758477190346,-27.26135188795938
199,C,23.7617023483229,-23.7617023483229,3.4996495396364793,0.019387826885393724,0.7139980836327087,0.26661408948189763,-35.99854144172799,-23.977758477190346,-26.211457026068434
200,C,28.16306075617115,-28.16306075617115,-1.9516037301027147,0.017646074198528504,0.6498543253902215,0.3324996004112502,-35.99854144172799,-23.977758477190346,-26.796938145099247
