alpha,beta,negative_log_likelihood
0.77,0.3,131.36778177618916
0.77,0.31,131.51106235985637
0.77,0.32,131.74326299090077
0.77,0.33,132.05847975027658
0.77,0.34,132.45124661783046
0.77,0.35,132.91650484964217
0.77,0.36,133.44957364418974
0.77,0.37,134.04612225675282
0.77,0.38,134.70214365794556
0.77,0.39,135.41392978232093
0.77,0.4,136.17804837436975
0.77,0.41,136.9913214100128
0.77,0.42,137.8508050501159
0.77,0.43,138.75377106718702
0.77,0.44,139.6976896759709
0.77,0.45,140.6802136921275
0.77,0.46,141.69916393966633
0.77,0.47,142.7525158266379
0.77,0.48,143.8383870091467
0.77,0.49,144.9550260656133
0.77,0.5,146.10080210599548
0.77,0.51,147.27419524408046
0.77,0.52,148.47378786477836
0.77,0.53,149.69825662237446
0.77,0.54,150.94636510983514
0.77,0.55,152.21695714336863
0.77,0.56,153.50895061049167
0.77,0.57,154.8213318337355
0.77,0.58,156.1531504058679
0.77,0.59,157.50351445603198
0.77,0.6,158.87158630952814
0.77,0.61,160.2565785070726
0.77,0.62,161.65775015226833
0.77,0.63,163.07440355869696
0.77,0.64,164.50588117052632
0.77,0.65,165.9515627328166
0.77,0.66,167.41086268979384
0.77,0.67,168.8832277913013
0.77,0.68,170.36813488938998
0.77,0.69,171.8650889086236
0.77,0.7,173.3736209751466
0.77,0.71,174.89328669090042
0.77,0.72,176.42366454059749
0.77,0.73,177.96435442017233
0.77,0.74,179.51497627644176
0.77,0.75,181.07516884862508
0.77,0.76,182.64458850321088
0.77,0.77,184.22290815441954
0.77,0.78,185.80981626319098
0.77,0.79,187.4050159082673
0.77,0.8,189.0082239234966
0.77,0.81,190.6191700960083
0.77,0.82,192.23759642037632
0.77,0.83,193.86325640431207
0.77,0.84,195.49591442182054
0.77,0.85,197.13534511009814
0.77,0.86,198.7813328067754
0.77,0.87,200.4336710243976
0.77,0.88,202.09216195929523
0.77,0.89,203.75661603224668
0.77,0.9,205.42685145854182
0.77,0.91,207.1026938452645
0.77,0.92,208.7839758137871
0.77,0.93,210.47053664563583
0.77,0.94,212.16222195003994
0.77,0.95,213.85888335160908
0.77,0.96,215.56037819671226
0.77,0.97,217.26656927724486
0.77,0.98,218.97732457057495
0.77,0.99,220.69251699455205
0.77,1.0,222.41202417655458
0.78,0.05,185.52339693213352
0.78,0.06,179.92459806492863
0.78,0.07,174.72165815660563
0.78,0.08,169.9033374464814
0.78,0.09,165.45695868924793
0.78,0.1,161.36865733396994
0.78,0.11,157.62364072226663
0.78,0.12,154.20644489164067
0.78,0.13,151.1011794888528
0.78,0.14,148.29175358758047
0.78,0.15,145.7620775209839
0.78,0.16,143.49623795269542
0.78,0.17,141.47864519367582
0.78,0.18,139.6941531811903
0.78,0.19,138.1281535755184
0.78,0.2,136.76664613534243
0.78,0.21,135.59628795396927
0.78,0.22,134.6044243303181
0.78,0.23,133.77910406436206
0.78,0.24,133.10908185512253
0.78,0.25,132.58381028231133
0.78,0.26,132.19342360475494
0.78,0.27,131.92871533679642
0.78,0.28,131.7811112880083
0.78,0.29,131.7426394858503
0.78,0.3,131.8058981544591
0.78,0.31,131.9640227007856
0.78,0.32,132.21065246409154
0.78,0.33,132.53989781658012
0.78,0.34,132.9463080605116
0.78,0.35,133.42484044848794
0.78,0.36,133.97083055623176
0.78,0.37,134.57996415846645
0.78,0.38,135.2482506958252
0.78,0.39,135.97199837161938
0.78,0.4,136.74779087950773
0.78,0.41,137.57246573468325
0.78,0.42,138.44309416035298
0.78,0.43,139.3569624665776
0.78,0.44,140.31155484869896
0.78,0.45,141.30453752657692
0.78,0.46,142.33374414281056
0.78,0.47,143.3971623373436
0.78,0.48,144.49292141677637
0.78,0.49,145.61928103886086
0.78,0.5,146.7746208356872
0.78,0.51,147.95743090270335
0.78,0.52,149.16630308469246
0.78,0.53,150.399922994023
0.78,0.54,151.6570627007486
0.78,0.55,152.9365740383481
0.78,0.56,154.2373824730259
0.78,0.57,155.558481488466
0.78,0.58,156.89892744171382
0.78,0.59,158.25783484944705
0.78,0.6,159.63437206725374
0.78,0.61,161.02775732768558
0.78,0.62,162.4372551057639
0.78,0.63,163.8621727833275
0.78,0.64,165.3018575861014
0.78,0.65,166.7556937696681
0.78,0.66,168.22310003262967
0.78,0.67,169.70352713717165
0.78,0.68,171.19645571902845
0.78,0.69,172.70139427044242
0.78,0.7,174.21787728119634
0.78,0.71,175.745463524133
0.78,0.72,177.2837344728053
0.78,0.73,178.83229284000276
0.78,0.74,180.39076122692097
0.78,0.75,181.95878087365264
0.78,0.76,183.53601050252024
0.78,0.77,185.1221252465174
0.78,0.78,186.7168156558309
0.78,0.79,188.3197867760252
0.78,0.8,189.93075729204872
0.78,0.81,191.54945873273212
0.78,0.82,193.1756347309177
0.78,0.83,194.80904033478438
0.78,0.84,196.44944136631858
0.78,0.85,198.0966138232315
0.78,0.86,199.7503433209402
0.78,0.87,201.4104245715238
0.78,0.88,203.07666089682445
0.78,0.89,204.74886377310247
0.78,0.9,206.426852404878
0.78,0.91,208.11045332578192
0.78,0.92,209.7995000244252
0.78,0.93,211.49383259345527
0.78,0.94,213.19329740012364
0.78,0.95,214.89774677681856
0.78,0.96,216.6070387301451
0.78,0.97,218.3210366672507
0.78,0.98,220.03960913818855
0.78,0.99,221.7626295932192
0.78,1.0,223.48997615402638
0.79,0.05,185.53431980522112
0.79,0.06,179.94538523909824
0.79,0.07,174.75437593240173
0.79,0.08,169.9498056735878
0.79,0.09,165.51874654822325
0.79,0.1,161.4470860643318
0.79,0.11,157.71979232662457
0.79,0.12,154.32117561108467
0.79,0.13,151.23513677299803
0.79,0.14,148.44539533825747
0.79,0.15,145.93569252725564
0.79,0.16,143.68996661593087
0.79,0.17,141.69249983364992
0.79,0.18,139.9280373971788
0.79,0.19,138.38188029869787
0.79,0.2,137.03995414557284
0.79,0.21,135.8888567444888
0.79,0.22,134.915887289598
0.79,0.23,134.10906000820316
0.79,0.24,133.45710498727598
0.79,0.25,132.94945869179398
0.79,0.26,132.5762464257193
0.79,0.27,132.3282587050661
0.79,0.28,132.19692322961663
0.79,0.29,132.17427386909978
0.79,0.3,132.25291782979875
0.79,0.31,132.42600194344223
0.79,0.32,132.68717882388708
0.79,0.33,133.03057346844855
0.79,0.34,133.45075073840712
0.79,0.35,133.94268403502906
0.79,0.36,134.50172539075453
0.79,0.37,135.12357711731917
0.79,0.38,135.80426509076713
0.79,0.39,136.5401137050992
0.79,0.4,137.3277224893703
0.79,0.41,138.16394435542358
0.79,0.42,139.04586542334727
0.79,0.43,139.9707863577084
0.79,0.44,140.9362051383646
0.79,0.45,141.93980118418415
0.79,0.46,142.979420745414
0.79,0.47,144.05306348006414
0.79,0.48,145.1588701309368
0.79,0.49,146.29511122237747
0.79,0.5,147.46017669911654
0.79,0.51,148.65256643339745
0.79,0.52,149.87088153076127
0.79,0.53,151.1138163691922
0.79,0.54,152.38015131071026
0.79,0.55,153.6687460288216
0.79,0.56,154.9785333994428
0.79,0.57,156.3085139069636
0.79,0.58,157.65775052094656
0.79,0.59,159.0253640025999
0.79,0.6,160.41052860355038
0.79,0.61,161.81246812261887
0.79,0.62,163.23045228924514
0.79,0.63,164.66379344492944
0.79,0.64,166.11184349656773
0.79,0.65,167.57399111786526
0.79,0.66,169.04965917713793
0.79,0.67,170.53830237173293
0.79,0.68,172.0394050510924
0.79,0.69,173.5524792120849
0.79,0.7,175.07706265171444
0.79,0.71,176.61271726365453
0.79,0.72,178.15902746628203
0.79,0.73,179.7155987509903
0.79,0.74,181.28205634058327
0.79,0.75,182.85804394845488
0.79,0.76,184.44322263010653
0.79,0.77,186.03726971930462
0.79,0.78,187.63987784186722
0.79,0.79,189.25075400069747
0.79,0.8,190.86961872624244
0.79,0.81,192.49620528707547
0.79,0.82,194.1302589557581
0.79,0.83,195.7715363255771
0.79,0.84,197.4198046741121
0.79,0.85,199.07484136996712
0.79,0.86,200.73643331929333
0.79,0.87,202.4043764490307
0.79,0.88,204.07847522405686
0.79,0.89,205.75854219566534
0.79,0.9,207.4443975790174
0.79,0.91,209.13586885740608
0.79,0.92,210.8327904113487
0.79,0.93,212.53500317069535
0.79,0.94,214.2423542880773
0.79,0.95,215.9546968321678
0.79,0.96,217.67188949934368
0.79,0.97,219.39379634245049
0.79,0.98,221.1202865154801
0.79,0.99,222.8512340330582
0.79,1.0,224.58651754373395
0.8,0.05,185.54817131302502
0.8,0.06,179.96962232300393
0.8,0.07,174.79103696553986
0.8,0.08,170.00068043476995
0.8,0.09,165.585372647801
0.8,0.1,161.5307524075444
0.8,0.11,157.82154857282822
0.8,0.12,154.44184636195033
0.8,0.13,151.3753391671766
0.8,0.14,148.60555880385675
0.8,0.15,146.1160795987645
0.8,0.16,143.89069391620632
0.8,0.17,141.9135585226088
0.8,0.18,140.16931257685187
0.8,0.19,138.64316902874018
0.8,0.2,137.3209818601382
0.8,0.21,136.1892919705627
0.8,0.22,135.23535465065882
0.8,0.23,134.447151558652
0.8,0.24,133.81338996599933
0.8,0.25,133.3234918109758
0.8,0.26,132.96757482678416
0.8,0.27,132.73642772025283
0.8,0.28,132.62148108751816
0.8,0.29,132.61477547758415
0.8,0.3,132.7089277616096
0.8,0.31,132.89709673974855
0.8,0.32,133.17294872003873
0.8,0.33,133.53062363491208
0.8,0.34,133.9647021187944
0.8,0.35,134.47017385261887
0.8,0.36,135.04240738515844
0.8,0.37,135.677121564067
0.8,0.38,136.37035864862284
0.8,0.39,137.11845912886594
0.8,0.4,137.91803823976676
0.8,0.41,138.7659641322478
0.8,0.42,139.6593376435305
0.8,0.43,140.5954735959082
0.8,0.44,141.57188354440552
0.8,0.45,142.58625988882352
0.8,0.46,143.63646126354536
0.8,0.47,144.72049911849837
0.8,0.48,145.83652540626397
0.8,0.49,146.98282129307228
0.8,0.5,148.1577868149467
0.8,0.51,149.3599314042953
0.8,0.52,150.58786521660934
0.8,0.53,151.84029119138452
0.8,0.54,153.11599778590076
0.8,0.55,154.4138523249094
0.8,0.56,155.73279491357155
0.8,0.57,157.07183286509644
0.8,0.58,158.43003559842634
0.8,0.59,159.80652996499057
0.8,0.6,161.2004959669781
0.8,0.61,162.61116283278304
0.8,0.62,164.037805418244
0.8,0.63,165.47974090503047
0.8,0.64,166.93632577006247
0.8,0.65,168.40695300216137
0.8,0.66,169.89104954425633
0.8,0.67,171.3880739414164
0.8,0.68,172.89751417675006
0.8,0.69,174.41888567884126
0.8,0.7,175.95172948585756
0.8,0.71,177.49561055282055
0.8,0.72,179.0501161897407
0.8,0.73,180.61485461944096
0.8,0.74,182.18945364489102
0.8,0.75,183.7735594168049
0.8,0.76,185.36683529307246
0.8,0.77,186.96896078236497
0.8,0.78,188.57963056492957
0.8,0.79,190.19855358421697
0.8,0.8,191.82545220354953
0.8,0.81,193.46006142254612
0.8,0.82,195.10212814849123
0.8,0.83,196.75141051825258
0.8,0.84,198.40767726673852
0.8,0.85,200.07070713823302
0.8,0.86,201.74028833725987
0.8,0.87,203.41621801592132
0.8,0.88,205.09830179490973
0.8,0.89,206.7863533156327
0.8,0.9,208.48019382110795
0.8,0.91,210.1796517634784
0.8,0.92,211.88456243617827
0.8,0.93,213.59476762894087
0.8,0.94,215.31011530399473
0.8,0.95,217.0304592919172
0.8,0.96,218.75565900575026
0.8,0.97,220.4855791720891
0.8,0.98,222.2200895779563
0.8,0.99,223.9590648323712
0.8,1.0,225.7023841416081
0.81,0.05,185.56494839362776
0.81,0.06,179.9973055335182
0.81,0.07,174.83163678409238
0.81,0.08,170.05595664341672
0.81,0.09,165.65683141397247
0.81,0.1,161.6196504925478
0.81,0.11,157.92890355229846
0.81,0.12,154.56845152818602
0.81,0.13,151.52178174503132
0.81,0.14,148.77224020473255
0.81,0.15,146.30323660950748
0.81,0.16,144.09841992666617
0.81,0.17,142.14182410524978
0.81,0.18,140.41798492458992
0.81,0.19,138.91202992343267
0.81,0.2,137.60974398077087
0.81,0.21,136.4976134579305
0.81,0.22,135.56285192702384
0.81,0.23,134.79341046009154
0.81,0.24,134.17797528575144
0.81,0.25,133.7059553776729
0.81,0.26,133.36746225531817
0.81,0.27,133.15328397797373
0.81,0.28,133.0548550169606
0.81,0.29,133.0642234108785
0.81,0.3,133.17401635276482
0.81,0.31,133.37740513029837
0.81,0.32,133.66807014204738
0.81,0.33,134.04016654370633
0.81,0.34,134.48829093649178
0.81,0.35,135.0074493928725
0.81,0.36,135.5930270197136
0.81,0.37,136.24075918282196
0.81,0.38,136.94670445694197
0.81,0.39,137.70721931887826
0.81,0.4,138.51893456626286
0.81,0.41,139.37873341849306
0.81,0.42,140.283731237764
0.81,0.43,141.2312567954316
0.81,0.44,142.21883500088208
0.81,0.45,143.24417100566
0.81,0.46,144.30513559392716
0.81,0.47,145.39975177073242
0.81,0.48,146.5261824615147
0.81,0.49,147.68271923927674
0.81,0.5,148.86777199963947
0.81,0.51,150.0798595082307
0.81,0.52,151.3176007493711
0.81,0.53,152.57970700963986
0.81,0.54,153.86497463452406
0.81,0.55,155.17227840086576
0.81,0.56,156.50056545220056
0.81,0.57,157.84884974824217
0.81,0.58,159.21620698372632
0.81,0.59,160.6017699355323
0.81,0.6,162.00472420047277
0.81,0.61,163.42430428936794
0.81,0.62,164.85979004600378
0.81,0.63,166.31050336233463
0.81,0.64,167.7758051638183
0.81,0.65,169.25509264110917
0.81,0.66,170.74779670645609
0.81,0.67,172.2533796551093
0.81,0.68,173.77133301381272
0.81,0.69,175.30117556008508
0.81,0.7,176.8424514974674
0.81,0.71,178.39472877325963
0.81,0.72,179.9575975264906
0.81,0.73,181.530668654977
0.81,0.74,183.11357249133715
0.81,0.75,184.705957578733
0.81,0.76,186.30748953795845
0.81,0.77,187.9178500182329
0.81,0.78,189.5367357247518
0.81,0.79,191.16385751666235
0.81,0.8,192.7989395696977
0.81,0.81,194.4417185982139
0.81,0.82,196.09194313183482
0.81,0.83,197.7493728423367
0.81,0.84,199.4137779167767
0.81,0.85,201.0849384732287
0.81,0.86,202.76264401579192
0.81,0.87,204.4466929258343
0.81,0.88,206.13689198668527
0.81,0.89,207.83305593923137
0.81,0.9,209.53500706608622
0.81,0.91,211.2425748021956
0.81,0.92,212.95559536991885
0.81,0.93,214.6739114367952
0.81,0.94,216.3973717943398
0.81,0.95,218.12583105635926
0.81,0.96,219.85914937539292
0.81,0.97,221.59719217600207
0.81,0.98,223.33982990372456
0.81,0.99,225.08693778861516
0.81,1.0,226.83839562236952
0.82,0.05,185.58464875632885
0.82,0.06,180.02843197729757
0.82,0.07,174.87617191687414
0.82,0.08,170.11563031826077
0.82,0.09,165.73311847730176
0.82,0.1,161.71377574731304
0.82,0.11,158.04185274531196
0.82,0.12,154.70098696744415
0.82,0.13,151.67446113302097
0.82,0.14,148.94543738637904
0.82,0.15,146.4971631229759
0.82,0.16,144.31314646517376
0.82,0.17,142.37730121608428
0.82,0.18,140.67406246880716
0.82,0.19,139.1884749875041
0.82,0.2,137.90625706763993
0.82,0.21,136.81384289108442
0.82,0.22,135.89840648065154
0.82,0.23,135.14787028521587
0.82,0.24,134.55090124044256
0.82,0.25,134.09689689284085
0.82,0.26,133.77596387951212
0.82,0.27,133.5788907479401
0.82,0.28,133.49711679784738
0.82,0.29,133.52269834285602
0.82,0.3,133.6482735310148
0.82,0.31,133.86702663398881
0.82,0.32,134.17265251593972
0.82,0.33,134.55932182408728
0.82,0.34,135.02164730160567
0.82,0.35,135.55465150724902
0.82,0.36,136.1537361319004
0.82,0.37,136.81465302711302
0.82,0.38,137.53347700176954
0.82,0.39,138.306580397569
0.82,0.4,139.13060941980237
0.82,0.41,140.00246217471323
0.82,0.42,140.9192683469052
0.82,0.43,141.87837043822987
0.82,0.44,142.87730648213696
0.82,0.45,143.91379414355188
0.82,0.46,144.985716113119
0.82,0.47,146.09110670544607
0.82,0.48,147.22813957324567
0.82,0.49,148.3951164525727
0.82,0.5,149.59045685835954
0.82,0.51,150.81268865389063
0.82,0.52,152.0604394225304
0.82,0.53,153.33242857478024
0.82,0.54,154.62746012846125
0.82,0.55,155.94441610443977
0.82,0.56,157.282250484745
0.82,0.57,158.63998368417435
0.82,0.58,160.01669749046744
0.82,0.59,161.41153043189036
0.82,0.6,162.82367353456803
0.82,0.61,164.25236643515473
0.82,0.62,165.69689381743106
0.82,0.63,167.1565821442009
0.82,0.64,168.63079665838973
0.82,0.65,170.1189386295991
0.82,0.66,171.6204428244943
0.82,0.67,173.13477518136662
0.82,0.68,174.66143067098625
0.82,0.69,176.19993132748652
0.82,0.7,177.74982443450062
0.82,0.71,179.31068085311034
0.82,0.72,180.88209347939406
0.82,0.73,182.4636758204662
0.82,0.74,184.05506067890727
0.82,0.75,185.65589893640234
0.82,0.76,187.26585842822828
0.82,0.77,188.88462290099045
0.82,0.78,190.51189104668333
0.82,0.79,192.14737560677614
0.82,0.8,193.7908025405806
0.82,0.81,195.4419102526725
0.82,0.82,197.1004488745916
0.82,0.83,198.76617959647703
0.82,0.84,200.43887404466366
0.82,0.85,202.1183137016146
0.82,0.86,203.8042893648822
0.82,0.87,205.49660064206873
0.82,0.88,207.1950554790192
0.82,0.89,208.89946971871726
0.82,0.9,210.60966668856116
0.82,0.91,212.3254768138995
0.82,0.92,214.0467372558789
0.82,0.93,215.7732915718162
0.82,0.94,217.5049893964585
0.82,0.95,219.2416861426256
0.82,0.96,220.9832427198482
0.82,0.97,222.72952526973503
0.82,0.98,224.4804049168938
0.82,0.99,226.23575753432996
0.82,1.0,227.99546352233034
0.83,0.05,185.60727073812092
0.83,0.06,180.06299949555662
0.83,0.07,174.92463973133135
0.83,0.08,170.1796984187945
0.83,0.09,165.81423050982693
0.83,0.1,161.81312474072286
0.83,0.11,158.16039287087975
0.83,0.12,154.83944987150696
0.83,0.13,151.83337538349127
0.83,0.14,149.12514970682943
0.83,0.15,146.69786029518892
0.83,0.16,144.53487701395693
0.83,0.17,142.6199962163849
0.83,0.18,140.93755501663884
0.83,0.19,139.472518045273
0.83,0.2,138.2105395299935
0.83,0.21,137.13800382176777
0.83,0.22,136.24204754799987
0.83,0.23,135.5105664782346
0.83,0.24,134.93220998322653
0.83,0.25,134.4963656962815
0.83,0.26,134.19313667922702
0.83,0.27,134.01331307906972
0.83,0.28,133.94833995314917
0.83,0.29,133.99028265235032
0.83,0.3,134.13179089078315
0.83,0.31,134.36606239976754
0.83,0.32,134.686806864732
0.83,0.33,135.08821067473806
0.83,0.34,135.56490287357437
0.83,0.35,136.1119225859098
0.83,0.36,136.7246880987576
0.83,0.37,137.39896770440825
0.83,0.38,138.1308523530495
0.83,0.39,138.9167301188779
0.83,0.4,139.7532624501676
0.83,0.41,140.63736214944228
0.83,0.42,141.56617301282574
0.83,0.43,142.53705104628364
0.83,0.44,143.54754716961907
0.83,0.45,144.5953913156714
0.83,0.46,145.67847783139536
0.83,0.47,146.7948520886654
0.83,0.48,147.9426982152401
0.83,0.49,149.12032785989143
0.83,0.5,150.32616990994086
0.83,0.51,151.5587610840723
0.83,0.52,152.81673732812365
0.83,0.53,154.09882594645435
0.83,0.54,155.4038384063136
0.83,0.55,156.73066375734007
0.83,0.56,158.07826261283776
0.83,0.57,159.4456616437656
0.83,0.58,160.83194854041642
0.83,0.59,162.2362674005616
0.83,0.6,163.6578145063559
0.83,0.61,165.09583445557678
0.83,0.62,166.54961661579364
0.83,0.63,168.01849187284515
0.83,0.64,169.5018296475626
0.83,0.65,170.999035157014
0.83,0.66,172.5095468986957
0.83,0.67,174.03283433804367
0.83,0.68,175.56839578142743
0.83,0.69,177.11575641841026
0.83,0.7,178.6744665185371
0.83,0.71,180.24409976925736
0.83,0.72,181.82425174280465
0.83,0.73,183.4145384809727
0.83,0.74,185.01459518771892
0.83,0.75,186.62407502045133
0.83,0.76,188.24264797167976
0.83,0.77,189.86999983345336
0.83,0.78,191.5058312377002
0.83,0.79,193.14985676619276
0.83,0.8,194.80180412442715
0.83,0.81,196.46141337420747
0.83,0.82,198.12843622019233
0.83,0.83,199.80263534607346
0.83,0.84,201.4837837964367
0.83,0.85,203.17166440070162
0.83,0.86,204.86606923584395
0.83,0.87,206.5667991248944
0.83,0.88,208.27366316845823
0.83,0.89,209.98647830673949
0.83,0.9,211.7050689097649
0.83,0.91,213.4292663936936
0.83,0.92,215.15890886128065
0.83,0.93,216.893840764714
0.83,0.94,218.63391258920134
0.83,0.95,220.37898055580644
0.83,0.96,222.12890634216012
0.83,0.97,223.88355681978646
0.83,0.98,225.64280380687262
0.83,0.99,227.406523835419
0.83,1.0,229.17459793177753
0.84,0.05,185.63281316698783
0.84,0.06,180.10100651734132
0.84,0.07,174.97703828170717
0.84,0.08,170.2481586928004
0.84,0.09,165.90016507598096
0.84,0.1,161.917695040433
0.84,0.11,158.2845217546216
0.84,0.12,154.98383864676975
0.84,0.13,151.99852386991518
0.84,0.14,149.3113779483837
0.84,0.15,146.90533080426565
0.84,0.16,144.76361666805388
0.84,0.17,142.8699171622447
0.84,0.18,141.20847414210206
0.84,0.19,139.7641747491808
0.84,0.2,138.52261165513414
0.84,0.21,137.47012171829005
0.84,0.22,136.59380630941845
0.84,0.23,135.88153644392685
0.84,0.24,135.32194563466948
0.84,0.25,134.90441309324856
0.84,0.26,134.61903959023715
0.84,0.27,134.45661796045437
0.84,0.28,134.40859992557807
0.84,0.29,134.4670606144196
0.84,0.3,134.62466189781006
0.84,0.31,134.8746154233661
0.84,0.32,135.21064603588658
0.84,0.33,135.6269561005189
0.84,0.34,136.11819110572876
0.84,0.35,136.67940680855733
0.84,0.36,137.30603809243735
0.84,0.37,137.99386963480126
0.84,0.38,138.73900842485094
0.84,0.39,139.53785812842872
0.84,0.4,140.38709526453852
0.84,0.41,141.28364713459572
0.84,0.42,142.2246714291673
0.84,0.43,143.2075374262837
0.84,0.44,144.22980868913461
0.84,0.45,145.28922716806773
0.84,0.46,146.38369861146163
0.84,0.47,147.51127919159958
0.84,0.48,148.67016325456774
0.84,0.49,149.85867210704504
0.84,0.5,151.07524375730713
0.84,0.51,152.31842353258506
0.84,0.52,153.5868554999066
0.84,0.53,154.8792746225625
0.84,0.54,156.19449958928683
0.84,0.55,157.53142625801377
0.84,0.56,158.88902166067305
0.84,0.57,160.26631851982089
0.84,0.58,161.66241023199558
0.84,0.59,163.0764462765152
0.84,0.6,164.50762801199033
0.84,0.61,165.95520482611064
0.84,0.62,167.41847060732067
0.84,0.63,168.89676050977738
0.84,0.64,170.38944798556358
0.84,0.65,171.8959420604693
0.84,0.66,173.4156848318068
0.84,0.67,174.94814916867784
0.84,0.68,176.4928365969039
0.84,0.69,178.04927535244516
0.84,0.7,179.61701858861935
0.84,0.71,181.1956427237676
0.84,0.72,182.78474591724012
0.84,0.73,184.38394666267166
0.84,0.74,185.99288248852994
0.84,0.75,187.61120875682144
0.84,0.76,189.23859755167334
0.84,0.77,190.87473665025007
0.84,0.78,192.51932856914908
0.84,0.79,194.17208968002785
0.84,0.8,195.83274938878068
0.84,0.81,197.501049373081
0.84,0.82,199.17674287356812
0.84,0.83,200.8595940343731
0.84,0.84,202.54937728905512
0.84,0.85,204.2458767883594
0.84,0.86,205.94888586652507
0.84,0.87,207.6582065431468
0.84,0.88,209.37364905785324
0.84,0.89,211.09503143530102
0.84,0.9,212.8221790781882
0.84,0.91,214.55492438619086
0.84,0.92,216.29310639889835
0.84,0.93,218.036570460977
0.84,0.94,219.78516790795206
0.84,0.95,221.53875577111012
0.84,0.96,223.29719650016472
0.84,0.97,225.06035770242127
0.84,0.98,226.82811189728935
0.84,0.99,228.60033628507492
0.84,1.0,230.37691252907393
0.85,0.05,185.66127523118803
0.85,0.06,180.1424519203628
0.85,0.07,175.0333661664295
0.85,0.08,170.32100953486545
0.85,0.09,165.99092049634174
0.85,0.1,162.027485085487
0.85,0.11,158.41423821338603
0.85,0.12,155.13415281353585
0.85,0.13,152.1699072030776
0.85,0.14,149.50412425248624
0.85,0.15,147.11957880542857
0.85,0.16,144.99937211154432
0.85,0.17,143.1270738028515
0.85,0.18,141.48683320697626
0.85,0.19,140.06346262361473
0.85,0.2,138.84249567532316
0.85,0.21,137.8102240554643
0.85,0.22,136.95371600190245
0.85,0.23,136.26081968284183
0.85,0.24,135.72015443987002
0.85,0.25,135.32109253282565
0.85,0.26,135.05373370306546
0.85,0.27,134.90887453972678
0.85,0.28,134.87797431443676
0.85,0.29,134.95311865451376
0.85,0.3,135.12698215936447
0.85,0.31,135.3927908321771
0.85,0.32,135.74428499938304
0.85,0.33,136.17568322216758
0.85,0.34,136.68164756497455
0.85,0.35,137.2572504723882
0.85,0.36,137.89794341464508
0.85,0.37,138.59952739010643
0.85,0.38,139.35812531724125
0.85,0.39,140.17015630626997
0.85,0.4,141.03231176917274
0.85,0.41,141.94153330415273
0.85,0.42,142.89499227509225
0.85,0.43,143.89007099653145
0.85,0.44,144.9243454290148
0.85,0.45,145.9955692872594
0.85,0.46,147.1016594636903
0.85,0.47,148.2406826718087
0.85,0.48,149.4108432170597
0.85,0.49,150.6104718069835
0.85,0.5,151.8380153170982
0.85,0.51,153.0920274339624
0.85,0.52,154.3711601020053
0.85,0.53,155.67415570585217
0.85,0.54,156.9998399249076
0.85,0.55,158.34711520183407
0.85,0.56,159.71495477120789
0.85,0.57,161.10239719903677
0.85,0.58,162.50854138795424
0.85,0.59,163.93254200676154
0.85,0.6,165.37360530657466
0.85,0.61,166.83098528914402
0.85,0.62,168.30398019597143
0.85,0.63,169.79192928965386
0.85,0.64,171.29420990146198
0.85,0.65,172.81023472150892
0.85,0.66,174.33944931002134
0.85,0.67,175.88132981018327
0.85,0.68,177.43538084480403
0.85,0.69,179.00113358069592
0.85,0.7,180.5781439461108
0.85,0.71,182.16599098793745
0.85,0.72,183.7642753565726
0.85,0.73,185.37261790748045
0.85,0.74,186.9906584094639
0.85,0.75,188.61805435057332
0.85,0.76,190.2544798334025
0.85,0.77,191.89962455227314
0.85,0.78,193.55319284547357
0.85,0.79,195.21490281634485
0.85,0.8,196.88448551755215
0.85,0.81,198.56168419338775
0.85,0.82,200.2462535754072
0.85,0.83,201.93795922711672
0.85,0.84,203.636576933802
0.85,0.85,205.34189213393066
0.85,0.86,207.0536993888741
0.85,0.87,208.77180188796768
0.85,0.88,210.49601098619195
0.85,0.89,212.2261457719791
0.85,0.9,213.96203266287267
0.85,0.91,215.70350502694671
0.85,0.92,217.45040282807622
0.85,0.93,219.2025722932984
0.85,0.94,220.95986560066095
0.85,0.95,222.72214058607506
0.85,0.96,224.48926046781395
0.85,0.97,226.261093587411
0.85,0.98,228.03751316580403
0.85,0.99,229.81839707367365
0.85,1.0,231.60362761499087
0.86,0.05,185.6926563537382
0.86,0.06,180.18733489848654
0.86,0.07,175.09362239373434
0.86,0.08,170.39824985482034
0.86,0.09,166.08649572309486
0.86,0.1,162.14249407252785
0.86,0.11,158.54954195544917
0.86,0.12,155.2903929229594
0.86,0.13,152.34752716707254
0.86,0.14,149.70339207667533
0.86,0.15,147.34060991043162
0.86,0.16,145.2421516206583
0.86,0.17,143.39147760819094
0.86,0.18,141.7726474137596
0.86,0.19,140.37040114354753
0.86,0.2,139.17021587232654
0.86,0.21,138.1583404450951
0.86,0.22,137.32181207537755
0.86,0.23,136.64845797306538
0.86,0.24,136.126884975238
0.86,0.25,135.74645983908883
0.86,0.26,135.4972825177571
0.86,0.27,135.37015440053068
0.86,0.28,135.35654317472967
0.86,0.29,135.4485456680399
0.86,0.3,135.6388497629497
0.86,0.31,135.9206962416631
0.86,0.32,136.28784122027224
0.86,0.33,136.7345196633309
0.86,0.34,137.25541033152828
0.86,0.35,137.8456024026513
0.86,0.36,138.50056391605315
0.86,0.37,139.216112120067
0.86,0.38,139.9883857471518
0.86,0.39,140.81381920019422
0.86,0.4,141.68911860290825
